date;executor;region;equipment;node;notes_on_the_operation_of_the_equipment;measures_taken;comments
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.1 BY11 GK320;Computer;Компьютер PIVORASS. Ошибки HDD на порте 1 (переназначенные секторы диска);Замена жеского диска на новый. Перестроение массива;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.1 BY11 GK320;Computer;Компьютер PIVORSKM. Ошибки HDD на порте 1 (переназначенные секторы диска);Замена жеского диска на новый. Перестроение массива;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.1 BY11 GK320;Dosing silan/ Дозирование силана;"При дозировании силана набранный вес в ""шприце"" остается в нуле. Значение перемещения поршня растет. При этом на весах 34,5 кг. и ""треугольник!"" максимум.";Проверка работы оборудования. Заметили, что при дозировании значение веса на весах не уменьшается. Весы неправильно оттарированы. Реально силана мало на весах и он не попадает в шприц. Тарировка весов. Проверка веса гирями.  Запуск в работу.;При тарировке весов они не должны быть совсем пустыми. Надо долить силан так, чтобы он достигал уровня трубки через которую он попадает в шприц. Около 20 кг добавить на пустые весы и после этого нажать тарировка. Может появиться ошибка: вне диапазона. Нажать восстановление весов.
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.1 BY11 GK320;Dosing silan/ Дозирование силана;Весы силана набраны (18 кг), но дозирование не идет. Сообщение: Silane scale material required not found;"Рекомендация от Telco: Previous scan with barcode gave a wrong result and lock silane circuit. This stopped the dosing in the line.
Procedure to restore are:
• Unlock the line, from page material inside the silo, in Services
• Make a right scan on the feeding station (scan by barcode or by window) as per attached
";
30.10.2018;Юдаков А.;Резиносмешение;Mix 1.1 BY11 GK320;Mixer/ Смеситель;Замена термопары на нижнем затворе.;Термопара HF. Расстояние от фланца до кончика термопары 244 мм.;
31.03.2019;Головин А.;Резиносмешение;Mix 1.1 BY11 GK320;Main Motor/ Главный двигатель;"Не запускается главный двигатель смесителя. Выпадает в ошибку -fault storage temperature A drive 2.; ";Проверка терморезостора, протяжка контактов , проверка реле датчика температуры, проверка сигнала на модуле контроллера ( все сигналы есть, температуры на реле в норме 36 градусов). Сброс ошибок на панели оператора, проверка работы - работа машины восстановлена.;Датчик температуры В находиться с задней стороны мотора. Датчик температуры А находиться с передней стороны мотора. Очень долго сбрасывалась ошибка не смотря на то что входной сигнал был.
07.11.2019;Головин А.;Резиносмешение;Mix 1.1 BY11 GK320;Mixer/ Смеситель;Работа по запросу службы качества, настройка движения пресса на последней фазе (при выгрузке);"Внес изменения в проекте в блоке FC260 network 2 изменил параметр DB9.DBW 44 на 526 (было 1000); FB111 network 14 устранил запрос к DB191.DBW82 при измении метки режима ручной/авто";Поднятие пресса на последней фазе было изменено со 150 мм до 200 мм.
17.01.2020;Шмарин А.М.;Резиносмешение;Mix 1.1 BY11 GK320;Small automatic chemistry/Автоматическая хим.развеска;Неисправен ПК. Ошибка RunTime error 5;В ходе диагностики была произведена неоднократно перезапись образа ПК. Привлечение Telco. После перезаписи образов не было возможности обновить файлы из за ошибок. Замена жесткого диска, запись образа, сброс обновлений от Telco. Пуск в работу.;
20.02.2021;Лазуткин И.С.;Резиносмешение;Mix 1.1 BY11 GK320;Intake;Не запускаеться разгрузка сажи с машины ;Проблема с датчиком наличия материала в  ведре стрейнера ( по магме находиться слева от rail container station).Установлен бай пасс в блоке fb1380 nt 2.( измен оператор с AN на A на прием сигнала с датчика 621B1).Необходимо проверить подключение и заменить датчик.Также нет обратной связи с датчика рчной задвижки на этом же узле 621B3 - установлен бай пасс в магме - необходима проверка сигнала.;
01.01.2015;Шмарин А.М.;Резиносмешение;Mix 1.1 BY11 GK320;WTS / Вальцы 2 машины;Некорректная работа подачи смазки ;Внесены изменения в проект BUZULUK FC 117 (MIX1_Maintanance), FC 167 (MIX2_Maintanance) и FC 217 (MIX3_Maintanance). Был исключен датчик протока смазки, вместо него заведены новые таймеры T9 (MIX1), T10 (MIX3), T11 (MIX2) в Network 11.;
01.01.2015;Шмарин А.М.;Резиносмешение;Mix 1.1 BY11 GK320;WTS / Вальцы 2 машины;Не работает пароль администратора;Внесены изменения в проект BUZULUK WinCC MIX1,2 и 3. Изменения коснулись смены пользователя и пароля администратора. Пользователь: asutp  Пароль: 1234 Так же были изменены пределы активации смазки вальцев.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK270;Mixer/ Смеситель;Прес опускается вниз с большим гидравлическим ударом. Не доходя до нижнего положения начинает подниматься вверх.;По схемам нашли датчик на гидростанции сторона А. Датчик выдает сигнал 17 V, а должен от 0 до 10. На панеле =255 бар постоянно. Датчики поменяли местами, убедились, что ошибка на другую сторону (В) Поменяли датчик,откалибровали положение пресса. Все заработоло правильно;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK271;Mills/ Вальцы;На вальцах, на блендере не увеличивается скорость;Скорость задается с пульта оператора, тумблером. Повернуть и удерживать- скорость должна увеличиваться.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK272;Computer;Не светится монитор  на 1 этаже;Был выключен компьютер в серверной. Включили.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK273;Mills/ Вальцы;Не вращались 1-е вальцы, ошибка по воздуху;Был перекрыт воздух (с правой стороны, где моторы);
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK274;Computer;Ошибка связи с сервером.;Перегрузили компьютер - связь восстановилась.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK275;Mills/ Вальцы;"Остановились 2-е вальцы, На панели ошибка ""минимальный уровень масла гидростанции""";Неисправен поплавок. Ремонт датчика.  ;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK276;Hydraulic unit/ Гидравлика;Машина не запускается.;В окне исходного состояния красным выделено давление масла, причина этого не выяснена,  через какое то время машина заработала. Написали письмо  в Telco.                                            ;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK277;Computer;Попали на экран  из которого нет выхода;Перегрузили компьютер (мастер);
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK278;Batchoff/ Выгрузка;Высота укладки палет выше нормы;На выгрузке,  на  пульте  оператра  есть тумблер- высота укладки (низкая/высокая) , повернули в положение низкая . Высота укладки стала нормальной.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK279;Batchoff/ Выгрузка; Принтер на разгрузке не печатает.;"Принтер был выключен в системе управления ""МАГМА""";
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK280;Mills/ Вальцы;Останов вальцев № 2 по ошибке блендера.;Неисправен конечный переключатель 74-SQ22/SIEMENS. Установлен отечественный аналог.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK281;Mills/ Вальцы;Вальцы № 2. Неправильный опрос датчика протока масла. (ошибка 44) в программе. Датчик отсоединен.;Внесены изменения в программу.  Датчик присоединен на место. ;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK282;Mills/ Вальцы;Часто останавливаются вальцы №1. На экране ошибки №№ 13,15,57,58,70,71,75. После сброса ошибок запускаются в работу.;Ошибка по сети Profibus (замечено мигание BF на интерфейсном модуле в шкафу +MX60). Замена коннектора Profibus.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK283;Mills/ Вальцы;Вальцы № 1. Останов 2-го валка через несколко секунд после пуска. Не удается запустить несколько раз. Ошибка DRIVE 2 ALARM. На приводе ошибка F006. ;Проверка питающих напряжений. Нормально. На плате привода (под пластиковой крышкой) после пуска напряжение > 800 В.( В норме 540-570 В). Вальцы удалось запустить снизив скорость на пульте оператора с 80 RPM до 45 RPM. После этого напряжение на плате 540-570 В.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK284;Mills/ Вальцы;Не запускаются вальцы №1, на приводе ошибка F051;Сбросили ошибку на приводе. При повторном пуске появилась ошибка F 015, сбросили. Вальцы запустились;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK285;Dosing rubber/ Дозирование каучуков;Не передается задание навески каучука на экран весов.;Сбросили ошибки , все передалось(Стрелочка под весами-сброс взвешивания- кнопки весы и конвейер);
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK286;Mills/ Вальцы;Не вальцах №1 горит требование теста тормозов. Вальцы не запускаются.;Пробуем выполнить тест. После задания скорости 100 на экране brake появляется зеленая окошко READY. Нажимаем аварийную штангу. Надпись с экрана не пропадает. Делали несколько раз без результата. В программе FC102 nw 1 DB101.DBX32.3 вкл, когда появл. READY. В ветке nw2 не хватало DB101.DBX32.0. Переключил в 1. Надпись на экране c требованием теста пропала. Можно работать.;В меню Maintenance можно запустить заново отсчет времени 10 мин. 
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK287;Mills/ Вальцы;На вальцах №3,  нет развода ножей .;Нет входного сигнала на контроллере - положение  ножей( разбито контактное соединение) восстановили , работает;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK288;Mills/ Вальцы;На вальцах №2 на панель оператора не выводятся данные и периодически отключаются  вальцы.;Плохой разъем Profibus на панели. Заменили разъем, все работает;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK289;Batchoff/ Выгрузка;Нет движения транспортера ни в наладочном режиме, ни в автомате;Датчик определения поддона на столе с правой стороны перекрыт посторонним предметом. Убрали , все работает.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK290;Mills/ Вальцы;Периодически останавливаются вальцы №3 и иногда в этот момент     ( кратковременно)  на панели вместо данных появляются решетки.;Подтянула разъем Profibus на интерфейсном модуле  в шкафу с панелью ???;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK291;Mills/ Вальцы;Не вальцах №1 горит требование теста тормозов. Вальцы не запускаются.; В программе в блоке FC102 nw 1 включила  DB101.DBX32.3 В ветке nw2 не хватало DB101.DBX32.0. переключила в 1. Надпись на экране c требованием теста пропала. Можно работать.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK292;Mills/ Вальцы;Вальцы 3. На панели вместо данных решетки.;Снял питание и подал снова. После перезагрузки панели все работает.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK293;Mills/ Вальцы;Периодически останавливаются вальцы №1 и  №3 Во время диагностики  заметили, кратковременно появляющуюся, ошибку по профибас ( MS51).;Плохой контакт в разъеме Profibus  на интерфейсном модуле в шкафу с панелью к вальцам №1. Заменили разъем.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK294;Mills/ Вальцы;Периодически останавливаются вальцы №1,№2, №3 ;Обнаружен плохой контакт  в разъеме Profibus  на интерфейсном модуле в шкафу МХ74; 
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK295;Mills/ Вальцы;Нa вальцах №1 горит требование теста тормозов. Вальцы не запускаются.;В программе в блоке FC102 nw 1 включила  DB101.DBX32.3 В ветке nw2 не хватало DB101.DBX32.0. переключила в 1. Надпись на экране c требованием теста пропала. Можно работать.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK296;Mills/ Вальцы;На вальцах №3,  нет развода ножей .;Нет входного сигнала положения  ножей на контроллере  ( разбито контактное соединение с датчика), восстановили , работает;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK297;Computer;"После выбора рецепта не происходит его запуск. На экране появляется ошибка ""MATERIAL NOT DEFINE IN SILOS"".";Проверили запуск другого рецепта - все идет нормально. Нужно разбираться с рецептом технологам R&D.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK298;Mills/ Вальцы;"На выгрузке все останавливается при подходе укладчика к одной из прижимных планок. Горит красная лампочка ""Авария"". На панели сообщение: ""Сбой синхронизации"", в другой момент ""Счетчик укладчика не перезапущен""";В панеле меняли параметр Takeout DWN WV было: 270, сделали: 275. Помогло на некоторое время. Проверяли работу датчика 543В3( от него сбрасывается значение счетчика). После смены  параметров Rest/up fail с 440 на 420 и T-O/up fail с 210 на 220 вроде бы успокоилось.;Все действия требуют анализа и проверки
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK299;Batchoff/ Выгрузка;"На выгрузке маятник останавливается при подходе к наружной прижимной планке. Горит красная лампочка ""Авария"". На панели сообщение:""Сбой синхронизации"", в другой момент ""Счетчик укладчика не перезапущен""";Неисправен клапан управления наружной прижимной планкой 561Y1/Y2. Временно поменяли с клапаном отбора образца( не используется) 580Y1/Y2.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK300;Mills/ Вальцы;Не работает станция темперирования переднего валка вальцы №1, сгорает предохранитель в выходной цепи трансформатора 380 В/220 В  ;Сгорел вентилятор на передней панели. Замена вентилятора с резервной станции (вальцы №3) ;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK301;Batchoff/ Выгрузка;Не удается запустить в работу. Механизмы не работают ни в ручном, ни в автоматическом режимах. ;Проверяли подъем стола. В условии работы - стол вверх (Q2.0) не хватает метки M121.3 Метка не вкл из-за того, что не сброшена  M95.0 (HOME POSITION FOR COUNTER). После принудительного сброса M95.0 стол поднялся, но маятник не работает. Включили с панели движение маятника. После прохода маятника несколько раз  от одной стороны к другой линия запустилась.;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK302;Mixer/ Смеситель;Дверь загрузки резины (Feeding door) не заканчивает открытие. Лампочка открытия на пульте около смесителя  продолжает мигать.  Загрузка резины невозможна.;Проверка датчиков открытия/закрытия. Смещен датчик +07 55S1 Feeding Door open. ;Датчики открытия/закрытия  двери находятся справа по ходу конвейера внизу около пола. Схема 002359-HDS-125,  листы 55А, 56.
18.01.2014;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK303;Mills/ Вальцы;Остановка вальцев. На пульте вальцев№ 1 много ошибок. ;Ошибка связи Profibus в шкафу =60 МХ60 около гидростанции вальцы 1. Плохой контакт. Профилактика соединений.;Причина ошибки окончательно не определена.
18.01.2014;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK304;Mills/ Вальцы;Остановка всех вальцев и смесителя. Питание на вальцах не вкл.;Не собрана цепь аварийного выключения. Неисправность аварийного выключателя(трос) S2 на конвейере транспортера с вальцев№2.;
27.02.2014;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK305;Mixer/ Смеситель;Останов смесителя во время работы. Погас монитор на 2-ом этаже, откл. темперирующие станции, на мониторе на первом эт. ошибка связи с PLC.;Нет питания на PLC смесителя. Не работает UPS (в шкафах в серверной). Замена UPS. ;
08.05.2014;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK306;Temp. Station/ Темпер. Станция;Подозрение, что температура на роторе показывает выше, чем есть на самом деле.;Пробовали поменять приборы HE086 на темперирующих станциях. Определили, что высокие показания связаны с самим прибором. Параметры приборов вроде бы одинаковые. Ввели offset (-10°C) в параметр oFFs в группе conF.;В дальнейшем необходимо проверить прибор эталонным сигналом с помощью спец. приборов КИПиА.
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK307;Computer;"После сбоя по питанию ""Magma"" восстановилась не корректно, отсутствует протокол аварийных сообщений (верхняя и нижняя строчка на главном экране)";Перегрузили PIVORSLM через удоленный доступ,все восстановилось;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK308;Aspiration/ Аспирация;"Не работает встряхиватель на аспирации. На дисплее Reco RM 216C  надпись ""Stand by"" (остоновлен по питанию i1 i2 )";Проверили питание. Приходящие 220В есть. Отсутствует 24В приходящие из трансформатора расположенного по месту. В трансформаторе отгорел провод. После востановления трансформатора встряхиватель заработал;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK309;Batchoff/ Выгрузка; Нет транспортировки паллет после опускания стола;Сбой в программном обеспечении ( GRAFSET -STEP_5) Движение паллет-блок FC150 ;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK310;Batchoff/ Выгрузка;Шаговый транспортер (с петлями резины) движется без остановки;Сбой в программном обеспечении ( GRAFSET -STEP_8  DB100.DBX0.0 в FC40 NW19  сбросили в 0);
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK311;Mills/ Вальцы;Не работает регулировка зазора  вальцев №2. ;"При нажатии кнопки регулировки зазора на пульте оператора, задание на панели изменяется   - текущее  нет. Оказалась отключена гидростанция, включается нажатием кнопки ""пуск"" на пульте оператора. ";"При включении гидростанции кнопка ""пуск"" светится зеленым цветом."
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK312;Temp. Station/ Темпер. Станция;Не работает темперирующая станция GVK на переднем валке вторых вальцев. Нет информации на дисплее, произвольное мигание светодиодов.;Вышла из строя плата KREG контроллера управления(самая нижняя плата). Для замены сняли аналогичную плату со станции темперирования  заднегго валка. Для темперирующей заднего валка использовали регултор HECSH. Настройки такие же, как  на  станциях Weinreich, только параметры  PEr.C - 5s (период между вкл. охлажд.) и Pt-C -3% ( при уменьш. больше время вкл. охлажд).  Задание температуры стало возможным только с передней панели регулятора( параметр SetPoint - internal).  Включили эмуляцию температуры заднего валка вторых вальцев в магме. ;После того как поменяли платы KREG c заднего валка на передний было необходимо поменять адрес profibus. Адрес вместе со всеми настройками храниться в памяти плат. Для изменения необходимо войти в параметры С34 и в параметре А0 выставить адрес. В данном случае изменили с 34 на 33. После смены адреса необходимо выключть и включить станцию.
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK313;Batchoff/ Выгрузка;Стол слишком быстро опускается при работе маятника и в результате лопатки плохо прежимают резину.;"Регулировка скорости опускания стола может проводится на панеле укладчика. Для этого в меню маятника нажать К3 и выбрать параметр ""время опускания зигзаг"". ";Так же скорость опускания можно подкоректировать на гидростанции красной ручкой(поворачивать на небольшой угол ).
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK314;Batchoff/ Выгрузка;Клапан заполнения емкости изолирующего раствора.;"Проект ""16035_03_03_2015_TANK"". В FC24 внесли изменения по включению клапана Q12.0 ";
01.01.2015;Третьякова И.;Резиносмешение;Mix 1.2 BY12 GK315;Mills/ Вальцы;При пуске вальцы 1 останавливаются. На преобразователе  валка 1(самый левый шкаф с преобразователями) ошибка F082 (ошибка по связи TB/CB) (предположительно Terminal Board/Communication Board);Замена разъема Profibus.;Замечено, если при включенном преобразователе еще без пуска вальцев снять разъем Profibus, то преобразователь вываливается в ошибку F082
09.03.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK316;Mills/ Вальцы;При пуске вальцы 1 останавливаются. На преобразователе  валка 1(самый левый шкаф с преобразователями) ошибка F082 (ошибка по связи TB/CB);Замена разъема Profibus. Протяжка контактов всех разъемов. Нет результата. Замена платы управления 6SE7090-0XX84-0AB0 (Со старой платой Profibus). Заливка параметров. Результата нет. Замена платы Profibus 6SE7090-0XX84-0FF5 (новая плата profibus со старой платой управления). Запустились... ;
09.03.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK317;Mixer/ Смеситель;Не включаются вспомогательные. Нет давления масла. (oil pressure not ok);Вход с датчика 44F7 должен держаться не менее 10 сек. (таймер T42  FB1/NW13 ). Вход E27.6 Держиться секунд 7. Уменьшил таймер.           Теперь 5 сек. ;Не знаю, что именно помогло, т.к. оператор в это время управлял клапанами и был уверен, что это он все починил.
13.04.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK318;Batchoff/ Выгрузка;"На выгрузке, маятник останавливается при подходе к внутренней прижимной планке. Горит красная лампочка ""Авария"". На панели сообщение:""Сбой синхронизации"".";"В панеле меняла параметр  ""Rest/up fail"" с 440 на 450. Сбои в работе прекратились.";
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK319;Batchoff;Маятник не останавливается после смены рецепта. Петли в это время нормально сдвигаются.;Не был опущен прижемной вал, после захвата. На плече вала имеется идуктивный датчик положения. ;
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK320;Temp.station;На регуляторе темп. Станции на нижнем затворе неккоректное отображение задания температуры. Задание регулятора меньше на 20-30 чем действительное задание в магме.;Прокалибровал заного регулятор. Диапазон востановился.;Калибровать проблематично так как, система отключает темпер. станцию от питания на несколько секунд  если задание существенно отличается от реального, пр этом незавершенная калибровка сбрасывается.
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK321;Computer;Передается информация для отчетов по заправкам и рецептам. ;Возможно повлияли скачки напряжения и выключение оборудования 04.05.2015. Перезагрузили компьютеры SLM и SLS в серверной, проблема исчезла.;
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK322;Mills;На 1 и 2 вальцах при переходе с одной стадии на другую возникает ошибка привода. Вальцы останавливаются. На приводе ошибка F006;Слишком большой интервал при переходе по скорости. Снизили в параметрах рецепта значение скорости на этой стадии. Проблема пропала. Переход был с 31 на 15, поставили 26 на 15.;
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK323;Temp.station;Показания температур на нижнем затворе и роторах на самих регуляторах темп. станций отличаются от показаний в магме.;Ранее эти регуляторы были заменены на новые и были откалиброваны. Но так как, новые регуляторы позволяют калибровать только при нижнем значении 0 градусов а не 4 как ранее, то потребовались изменения в проекте. (см ниже). После чего были еще раз прокалиброваны. ;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK324;Temp.station;Всвязи с тем ,что на TSU установлены приборы, которые калибруются с 0-95градусов ,внесены   изменения в проекте  по поводу темп.станций (нижний затвор и роторы);"Проект ""BY12_VORONEZH_MIXDOS_tsu""с изменениями для темперирующих в FB_6. Для роторов: NW 4, для PEW 132 изменили L 9.100000 на L 9.500000; +732 на +10; Для PAW166 изменили  L 9.100000 на L 9.500000; + -732 на +-150; +-720 на +-100. Для нижнего затвора NW5 анологично для PEW128 и для PAW 162.";
13.06.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK325;Hydraulic Unit;После останова не запускается гидравлика. Насосы не запущены. В командах АВТОМАТ НАРУШЕНИЕ. Перевод в ручной  режим и СТОП нарушение не убирает. В ошибках низкое давление азота. На экране над емкостью с азотом тругольник с восклицательным знаком.;Перевел в ручной. Запустил насос охлаждения (Cooling Pump). Потом основной насос(Насос 1 гидроустановки) и открыл кратковременно клапан над главным насосом(Pressure Valve main pump). Сразу пропал восклицательный знак над азотом. После этого перевел в автомат. режим и запустил. Надпись НАРУШЕНИЕ сменилась на ЗАПУСК. Все заработало.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK326;Batchoff; Загрузила проект 16036_23_04_2015_TANK;"убрала  тумблер ""маятник вниз"", изолирующий подается в ручном режиме";
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK327;Batchoff;"Загрузила проект ""16036_08_07_2015_TANK""";Заполнение емкости изолирующего раствора происходит в атоматическом режиме;
01.01.2015;Юдаков А.;Резиносмешение;Mix 1.2 BY12 GK328;Batchoff;Не опускаются ножи на входе в фистонку. Не реагируют на нажатие кнопок панели.;"Перед выбором ножей на опускание необходимо на пульте под панелью повернуть переключатель ""узел роспуска"" в положение вкл. Затем кнопками на панеле можно поочередно опустить ножи. ";
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK329;Dosing rubber;"Не запускается дозирование, на транспортере в ""Mагме""видим брусок резины и ошибку дозирования";Нажать квадрат со стрелочка под весами- меню СБРОС ВЗВЕШИВАНИЯ- кнопки ВЕСЫ и КОНВЕЙЕР, возможно достаточно только весы.;
01.01.2015;Золотарева Н.;Резиносмешение;Mix 1.2 BY12 GK330;Batchoff;"Загрузила проект ""16036_07_12_15""";Изменения в проекте связанные с модернизацией ,добавлен датчик 515В4(замятие материала на входном конвейере укладчика), при  срабатывании датчика останавливаются привода (710U1,730U1,740U1) и  на панеле  на выгрузке выводится соответствующее сообщение.;
01.01.2015;Третьякова И.;Резиносмешение;Mix 1.2 BY12 GK331;Mills;на вальцах 3 нет развода ножей;нет сигнала на цилиндре  правого ножа-положение внизу, откручен коннектор датчика. См под кожухом над ножами;
11.04.2017;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK332;Mills;Вальцы 3. Неисправен узел консистентной смазки. Датчик не работает.;Внесены изменения в программу для работы узла без датчика. Создан новый проект 103501_Brake_Lubrication. Предыдущий проект 103501_Brake. Изменения внесены NW11 FC217. Добавлен таймер Т10 и меркер M100.0;
10.05.2017;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK333;Computer;Сбой в работе RAID иассива PIVORSLS;Запуск перестроения RAID массива;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK334;Computer;Компьютер PIVORSLS. Ошибки HDD на порте 1 (переназначенные секторы диска);Замена жеского диска на новый. Перестроение массива;
01.01.2015;Котлярский С.;Резиносмешение;Mix 1.2 BY12 GK335;Mills;Не работают ножи на 3-х вальцах ;Обнаружено, что датчики ограничивающие макс. и мин. положение  ножей при сдвиге/раздвиге  выбраны некорректно. Датчики BQ15(E101.4) и BQ16 (E101.5) расположены на цилиндрах и не могут огранич. движение ножей. Добавил метки M100.1 (MILL 3 knife_min_width) и M100.2 (MILL3 knife_max_width).Для коррекции значения ширины разведения ножей используйте DB205.DBD32(offset). Для проверки значения DB205.DBD212. ;В блоке FC227 Nw2 и Nw 3  вместо  #MinWidth hl и #MaxWidth hl  использованы  метки M100.1 и M100.2.   Метки вкл в блоке FC230    DB205.DBD32 задано значение (- 225). Проект 103501_25_01_18
01.01.2015;Котлярский С.;Резиносмешение;CHEMICAL;Computer;Линия не запускается. Аварийное сообщение SERVER NOT AVAILABLE.;Перезагрузил компьютер PIVORVO2. Результата нет. Заметил, что такое же сообщение на мониторе INTAKE. Перегрузил PIVORSAM. Результата нет. Связался с Telco. По их рекомендации, после перезагрузки PIVORSAS все работает. Коментарий Telco:  The reason was that PIVORSAS PC had lost the connection with Oracle database.;
01.01.2015;Золотарева Н.;Резиносмешение;CHEMICAL;Computer;Линия не запускается. Нет указателя мыши на экране. Компьютер не реагирует на нажатия. Невозможно подключиться к компьютеру по сети.;Перезагрузка компьютера от кнопки питания. ;
